obligation_id,country_iso3,country_name,regime_type,regime_framework,is_enacted,effective_date,applies_to_platform,has_revenue_threshold,state_code,revenue_threshold_usd,transaction_threshold,transaction_threshold_active,platform_vs_seller_liability,filing_frequency,third_party_sales_inclusion,penalty_financial_severity,penalty_operational_severity,penalties_description,guidance_maturity,regulatory_attention_level,complexity_score_base,source_url,verbatim_quote,confidence_flag,last_verified_date,notes
MKT_FAC_USA_ID,USA_ID,Idaho,marketplace_fac,na_state,True,2019-06-01,True,True,ID,100000,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"Marketplace facilitators with a physical presence in Idaho and remote marketplace facilitators with more than $100,000 in combined sales into the state must collect and remit state tax on all sales into the state, their own and those by third-party sellers. Remote marketplaces are not responsible for collecting local sales tax.",high,2025-01-31,"Remote marketplaces not responsible for collecting local sales tax. Non-collecting seller use tax reporting: No. References HB 259. | Threshold detail: Included: Cumulative gross receipts from sales including taxable products and taxable services delivered into the state, exempt sales, exempt services, sales made through a registered marketplace facilitator. Excluded: None. Effective date: June 1, 2019. Evaluation period: Current or previous calendar year."
MKT_FAC_USA_IL,USA_IL,Illinois,marketplace_fac,na_state,True,2020-01-01,True,True,IL,100000,200,True,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"Marketplace facilitators are required to collect tax on sales made by or on behalf of their third-party sellers in Illinois if, in the preceding 12-month period, cumulative gross receipts from sales of tangible personal property to purchasers in Illinois by the marketplace facilitator and its marketplace sellers are $100,000 or more; or the marketplace facilitator and sellers cumulatively enter into 200 or more separate transactions for the sale of tangible personal property into Illinois.",high,2025-01-31,"Threshold is $100,000 OR 200 transactions. Non-collecting seller use tax reporting: No. References Public Act 101-0009 and Public Act 101-0604. | Threshold detail: Included: Cumulative gross receipts from sales, exempt sales. Excluded: Occasional sales, sales for resale, services, sales made through a registered marketplace facilitator. Effective date: October 1, 2018 (for state use tax); January 1, 2021 (for local use tax). Evaluation period: Quarterly review based on preceding 12-month period. Previous threshold rules: Sales made through a marketplace facilitator excluded as of January 1, 2020; $100,000 in sales or 200 transactions prior to January 1, 2026."
MKT_FAC_USA_IN,USA_IN,Indiana,marketplace_fac,na_state,True,2019-07-01,True,True,IN,100000,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"Marketplace facilitators that make or facilitate sales in Indiana and meet the economic nexus thresholds of $100,000 in sales in Indiana must collect and remit sales tax on all taxable sales made through the marketplace.",high,2025-01-31,"Originally effective July 1, 2019; updated effective January 1, 2024. Also applies to lodging marketplaces. Non-collecting seller use tax reporting: No. References HB 1001. | Threshold detail: Included: Gross revenue from sales of tangible personal property, electronically delivered products into the state, electronically delivered services into the state, exempt sales, services (taxable and exempt), sales for resale. Excluded: Sales made through a registered marketplace facilitator. Effective date: October 1, 2018. Evaluation period: Current or previous calendar year. Previous threshold rules: $100,000 in sales or 200 transactions prior to January 1, 2024."
MKT_FAC_USA_IA,USA_IA,Iowa,marketplace_fac,na_state,True,2019-01-01,True,True,IA,100000,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,A marketplace facilitator that meets the economic nexus threshold and makes or facilitates Iowa sales on behalf of itself or one or more marketplace sellers must collect and remit sales tax on each facilitated taxable Iowa sale.,medium,2025-01-31,"Specific revenue or transaction threshold amounts not stated in this source; references economic nexus threshold generally. Non-collecting seller use tax reporting: Iowa Department of Revenue is authorized but has not done so. References SF 2417. | Threshold detail: Included: Gross revenue from sales of tangible personal property, specified electronically delivered products, electronically delivered services into the state, exempt sales, services (taxable and exempt), sales for resale, sales made through a registered marketplace facilitator. Excluded: None. Effective date: January 1, 2019. Evaluation period: Current or previous calendar year. Previous threshold rules: $100,000 or 200 transactions prior to July 1, 2019."
MKT_FAC_USA_KS,USA_KS,Kansas,marketplace_fac,na_state,True,2021-07-01,True,True,KS,100000,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"Marketplace providers that make or facilitate more than $100,000 in sales of taxable property or services in Kansas during the current or immediately preceding year must register, collect, and remit sales tax on each facilitated taxable sale.",high,2025-01-31,"As of April 1, 2022, marketplace facilitators also liable for 911 fees on prepaid wireless services. Non-collecting seller use tax reporting: No. References SB 50. | Threshold detail: Included: Cumulative gross receipt from sales by the retailer to customers in Kansas, exempt sales, services (taxable and exempt), digital products and SaaS, sales made through a registered marketplace facilitator. Excluded: None. Special rule: For marketplace facilitators, threshold is based on taxable sales. Effective date: July 1, 2021. Evaluation period: Current or previous calendar year."
MKT_FAC_USA_KY,USA_KY,Kentucky,marketplace_fac,na_state,True,2019-07-01,True,True,KY,100000,200,True,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"Marketplace providers that make or facilitate retail sales of tangible personal property, digital property, or services delivered or transferred electronically in Kentucky and meet the economic nexus threshold of $100,000 in sales or 200 or more separate transactions must register, collect, and remit sales tax on each facilitated taxable sale.",high,2025-01-31,"Threshold is $100,000 OR 200 transactions. Marketplace providers making their own sales must obtain two sales tax permits. Non-collecting seller use tax reporting: No. References HB 354. | Threshold detail: Included: Gross receipts from sales of tangible personal property delivered or transferred electronically into the commonwealth, digital property delivered or transferred electronically into the commonwealth, exempt sales, services (taxable and exempt), sales made through a registered marketplace facilitator. Excluded: None. Effective date: October 1, 2018. Evaluation period: Current or previous calendar year. Previous threshold rules: Taxable services excluded prior to January 1, 2023."
MKT_FAC_USA_LA,USA_LA,Louisiana,marketplace_fac,na_state,True,2020-07-01,True,True,LA,100000,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A marketplace facilitator that has economic nexus with Louisiana must collect and remit sales tax on all marketplace sales for delivery into the state. Marketplace facilitators should include all sales made through the platform when calculating the economic nexus threshold (more than $100,000 in sales of tangible personal property, electronically transferred property, or taxable services in the state).",high,2025-01-31,"Originally effective July 1, 2020; updated effective August 1, 2023. Non-collecting seller use tax reporting: Yes. References Information Bulletin No. 18-006. | Threshold detail: Included: Gross revenue from sales of products delivered into the state, electronically transferred products, services (taxable and exempt) rendered in the state, exempt sales. Excluded: Sales made through a registered marketplace facilitator. Special rule: For marketplace facilitators, threshold is based on remote retail sales. Effective date: July 1, 2020. Evaluation period: Current or previous calendar year. Previous threshold rules: $100,000 in sales or 200 transactions prior to August 1, 2023."
MKT_FAC_USA_ME,USA_ME,Maine,marketplace_fac,na_state,True,2019-10-01,True,True,ME,100000,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A marketplace facilitator that has economic nexus with Maine must collect and remit sales tax on all marketplace sales for delivery into the state. Marketplace facilitators should include all sales made through the platform when calculating the economic nexus threshold (more than $100,000 in sales of tangible personal property, electronically transferred property, or taxable services in the state).",high,2025-01-31,"Originally effective October 1, 2019; updated effective January 1, 2022. Non-collecting seller use tax reporting: No. References L.D. 1452. | Threshold detail: Included: Gross sales of tangible personal property delivered into the state, taxable services delivered into the state, exempt sales. Excluded: Exempt services, sales made through a registered marketplace facilitator. Effective date: July 1, 2018. Evaluation period: Current or previous calendar year. Previous threshold rules: $100,000 in sales or 200 transactions prior to January 1, 2022."
MKT_FAC_USA_MD,USA_MD,Maryland,marketplace_fac,na_state,True,2019-10-01,True,False,MD,,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A marketplace facilitator that has an obligation to collect Maryland sales tax, sells or facilitates sales of tangible personal property into Maryland, and processes payments on behalf of sellers must collect and remit sales tax on all sales made through the marketplace for delivery into Maryland.",medium,2025-01-31,"No specific revenue threshold stated in this source for marketplace facilitator law. A waiver of the collection requirement is available under specific conditions including publicly traded communications company seller, written agreement, and seller licensing. Non-collecting seller use tax reporting: No. References HB 1301 and Comptroller of Maryland Tax Alert 09-19. | No explicit marketplace facilitator threshold stated. Economic nexus threshold for remote sellers is $100,000 — verify whether this applies to marketplace facilitators specifically."
MKT_FAC_USA_MA,USA_MA,Massachusetts,marketplace_fac,na_state,True,2019-10-01,True,True,MA,100000,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A remote marketplace provider that makes or facilitates more than $100,000 in sales in the commonwealth in the current or prior taxable year must collect and remit tax on all taxable sales made through the marketplace in Massachusetts.",high,2025-01-31,"Applies to both remote and non-remote marketplace facilitators exceeding $100,000 threshold. Non-collecting seller use tax reporting: No. References H. 4000. | Threshold detail: Included: Sales of tangible personal property delivered into the commonwealth, services (taxable and exempt) rendered in the commonwealth, exempt sales. Excluded: Sales made through a registered marketplace facilitator. Effective date: October 1, 2019. Evaluation period: Current or previous calendar year."
MKT_FAC_USA_MI,USA_MI,Michigan,marketplace_fac,na_state,True,2020-01-01,True,True,MI,100000,200,True,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"Economic nexus is established when, in the previous calendar year, a remote marketplace facilitator has more than $100,000 in gross receipts from direct and facilitated sales into Michigan, or at least 200 direct or facilitated transactions in the state.",high,2025-01-31,"Threshold is $100,000 OR 200 transactions. Applies to both in-state and remote facilitators with economic nexus. Non-collecting seller use tax reporting: No. References HB 4540 and HB 4542. | Threshold detail: Included: Sales of tangible personal property delivered into the state, services (taxable and exempt) rendered in the state, exempt sales, sales made through a registered marketplace facilitator. Excluded: None. Effective date: September 30, 2018. Evaluation period: Previous calendar year."
MKT_FAC_USA_MN,USA_MN,Minnesota,marketplace_fac,na_state,True,2018-10-01,True,True,MN,100000,200,True,platform,,True,,,,mature,medium,4,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"Economic nexus is established when a remote marketplace provider makes or facilitates more than $100,000 in sales or at least 200 transactions in the state during the prior 12-month period.",high,2025-01-31,"Originally effective October 1, 2018; amended October 1, 2019. Threshold is $100,000 OR 200 transactions. Non-collecting seller use tax reporting: No. References HF 1 and HF 5. | Threshold detail: Included: Retail sales made into the state from outside the state, taxable services, exempt sales, sales to tax-exempt entities, sales made through a registered marketplace facilitator. Excluded: Sales for resale, exempt services, taxable resales. Effective date: October 1, 2019. Evaluation period: Threshold applies to the prior 12-month period. Previous threshold rules: 10 or more sales totaling $100,000 or 100 transactions prior to October 1, 2019."
MKT_FAC_USA_MS,USA_MS,Mississippi,marketplace_fac,na_state,True,2020-07-01,True,True,MS,250000,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"Marketplace facilitators should include all sales made through the platform when calculating the economic nexus threshold (more than $250,000 in sales of tangible personal property or taxable services in the state). The law exempts third-party food delivery and includes an election for marketplace sellers with more than $1 billion in national revenue (including sales of affiliates and franchised entities) to directly collect sales and use tax.",high,2025-01-31,"Law exempts third-party food delivery. Marketplace sellers with more than $1 billion in national revenue may elect to directly collect sales and use tax. Non-collecting seller use tax reporting: No. References HB 379. | Threshold detail: Included: Total sales made into the state by remote sellers that purposefully or systematically exploit the market in the state, services (taxable and exempt), exempt sales. Excluded: Sales made through a registered marketplace facilitator. Effective date: September 1, 2018. Evaluation period: Threshold applies to all transactions for the prior 12 months."
MKT_FAC_USA_MO,USA_MO,Missouri,marketplace_fac,na_state,True,2023-01-01,True,True,MO,100000,,False,platform,,True,,,,mature,medium,10,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A marketplace provider that makes or facilitates more than $100,000 in the state in the current or previous calendar year (determined quarterly) must collect and remit sales tax on behalf of its third-party sellers.",high,2025-01-31,"Threshold determined quarterly. Does not apply to certain advertising services, travel agency services, or third-party payment processors. Marketplace sellers relieved of duty to collect but may still be required to register and report all Missouri sales. Non-collecting seller use tax reporting: No. References SB 153. | Threshold detail: Included: Gross receipts from taxable sales of tangible personal property delivered into the state, sales of tangible personal property made through a registered marketplace facilitator. Excluded: Exempt sales, services (taxable and exempt), sales for resale, returned sales. Effective date: January 1, 2023. Evaluation period: Preceding 12-month period, determined each calendar quarter."
MKT_FAC_USA_NE,USA_NE,Nebraska,marketplace_fac,na_state,True,2019-04-01,True,True,NE,100000,200,True,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A marketplace provider that makes or facilitates more than $100,000 in sales or 200 transactions in the state in the current or previous calendar year must collect and remit sales tax on behalf of its third-party sellers. Although marketplace sellers are relieved of the duty to collect or remit sales tax on sales made through a collecting marketplace, they must still register with the state and report all Nebraska sales.",high,2025-07-14,"Marketplace sellers relieved of collection duty but must still register with state and report all Nebraska sales. | Threshold detail: Included: Total retail sales made to customers in the state, exempt sales, services (taxable and exempt), sales made through a registered marketplace facilitator. Excluded: Sales for resale, sublease, or subrent. Evaluation period: Current or previous calendar year. Effective date: April 1, 2019."
MKT_FAC_USA_NV,USA_NV,Nevada,marketplace_fac,na_state,True,2019-10-01,True,True,NV,100000,200,True,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A marketplace provider is required to collect tax on behalf of sellers in Nevada if, in the current or immediately preceding calendar year, it had cumulative gross receipts exceeding $100,000 from retail sales made or facilitated to customers in Nevada, or made or facilitated at least 200 separate retail sales transactions in the current or preceding calendar year. A marketplace and a seller can agree, in writing, to have the seller collect the tax due instead.",high,2025-07-14,"A marketplace and seller can agree in writing to have the seller collect the tax due instead. Nevada reports non-collecting seller use tax in some cases. | Threshold detail: Included: Gross revenue from retail sales of tangible personal property into the state, exempt sales, sales made through a registered marketplace facilitator. Excluded: Sales for resale, services (taxable and exempt). Evaluation period: Current or previous calendar year. Effective date: October 1, 2018."
MKT_FAC_USA_NJ,USA_NJ,New Jersey,marketplace_fac,na_state,True,2018-11-01,True,False,NJ,,,False,platform,,True,,,,mature,medium,4,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A marketplace facilitator is required to collect and remit sales tax on sales made through any physical or electronic marketplace owned, operated, or controlled by a marketplace facilitator, even if the marketplace seller is registered with New Jersey for the collection and remittance of sales tax. However, a marketplace facilitator and marketplace seller may enter into an agreement with each other regarding the collection and remittance of sales tax.",high,2025-07-14,"No revenue or transaction threshold stated in source for New Jersey. Marketplace facilitator and seller may enter into agreement regarding collection and remittance. Non-collecting seller use tax reporting: No. | No explicit marketplace facilitator threshold stated. Economic nexus threshold for remote sellers is $100,000 — verify whether this applies to marketplace facilitators specifically."
MKT_FAC_USA_NM,USA_NM,New Mexico,marketplace_fac,na_state,True,2019-07-01,True,True,NM,100000,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A remote marketplace provider with at least $100,000 in total taxable gross receipts from sales in the state in the previous calendar year must register with the state and remit gross receipts tax on all sales made or facilitated in the state.",high,2025-07-14,"Tax type is gross receipts tax, not sales tax. Non-collecting seller use tax reporting: No. | Threshold detail: Included: Total taxable gross receipts from sales, leases, and licenses of tangible personal property, sales from licenses and services for use of real property, digital products and SaaS, sales made through a registered marketplace facilitator. Excluded: Exempt sales, exempt services. Evaluation period: Previous calendar year. Effective date: July 1, 2019."
MKT_FAC_USA_NY,USA_NY,New York,marketplace_fac,na_state,True,2019-06-01,True,True,NY,500000,100,True,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A remote marketplace provider that made or facilitated more than $500,000 in gross sales and 100 transactions in the state in the preceding four quarterly periods is required to obtain a certificate of authority, collect sales tax, file returns, and remit tax on all sales into the state. All in-state marketplaces are required to collect tax on all sales in the state.",high,2025-07-14,"Both revenue AND transaction thresholds must be met for remote providers. All in-state marketplaces required to collect on all sales regardless of threshold. Non-collecting seller use tax reporting: No. | Threshold detail: Included: Cumulative total gross receipts from sales of tangible personal property delivered into the state, SaaS (counts as tangible personal property), nontaxable retail sales of tangible personal property, sales made through a registered marketplace facilitator. Excluded: Services (taxable and exempt). Evaluation period: Immediately preceding four sales tax quarters. Effective date: June 21, 2018. Note: Both revenue AND transaction thresholds must be met (and)."
MKT_FAC_USA_NC,USA_NC,North Carolina,marketplace_fac,na_state,True,2020-02-01,True,True,NC,100000,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A remote marketplace facilitator that made or facilitated more than $100,000 in gross sales in the state in the previous or current calendar year is required to obtain a certificate of registration, collect sales tax, file returns, and remit tax on all sales into the state. A marketplace and a seller can agree, in writing, to have the seller collect the tax due instead.",high,2025-07-14,"Updated effective July 1, 2024. Marketplace and seller can agree in writing to have seller collect tax. Non-collecting seller use tax reporting: No. | Threshold detail: Included: Gross sales sourced to the state, sum total sales price of tangible personal property, sum total sales price of digital property, sum total sales price of services, exempt sales, exempt services, sales made through a registered marketplace facilitator. Excluded: None. Evaluation period: Current or previous calendar year. Effective date: November 1, 2018. Previous threshold rules: Sales or transaction volume prior to July 1, 2024."
MKT_FAC_USA_ND,USA_ND,North Dakota,marketplace_fac,na_state,True,2019-10-01,True,True,ND,100000,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A remote marketplace facilitator must collect and remit sales or use tax on all sales into the state if it makes or facilitates more than $100,000 in gross sales of tangible personal property or other taxable items in the state in the current or previous calendar year.",high,2025-07-14,"Source states enforcement date as October 1, 2019; updated effective January 1, 2019 — dates appear contradictory in source; extracted as stated. Non-collecting seller use tax reporting: No. | Threshold detail: Included: Gross taxable sales of tangible personal property and other items into the state, gross taxable sales of services into the state. Excluded: Exempt sales, exempt services, sales made through a registered marketplace facilitator. Evaluation period: Current or previous calendar year. Effective date: October 1, 2018. Previous threshold rules: Sales or transactions included prior to July 1, 2019; $100,000 in sales or 200 transactions prior to January 1, 2019."
MKT_FAC_USA_OH,USA_OH,Ohio,marketplace_fac,na_state,True,2019-09-01,True,True,OH,100000,200,True,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A remote marketplace facilitator must collect and remit sales or use tax on all sales into the state if it makes or facilitates more than $100,000 in gross sales or at least 200 transactions of taxable or exempt tangible personal property or services in the state in the current or previous calendar year.",high,2025-07-14,"Threshold applies to taxable or exempt tangible personal property or services. Non-collecting seller use tax reporting: No. | Threshold detail: Included: Gross receipts from sales of tangible personal property for storage, use, or consumption in the state, enumerated services the benefit of which is realized in the state, exempt sales, sales made through a registered marketplace facilitator. Excluded: Sales for resale, exempt services. Evaluation period: Current or previous calendar year. Effective date: August 1, 2019."
